method,split,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
dropout_risk_filter,contact_tail_shift,3,0.446759,0.052024,0.37037,0.048448,0.30787,0.041201,0.076389,0.024973,0.097222,0.026444,0.381944,0.050232,0.145833,0.038192,0.104167,0.026982,0.162037,0.037102,0.289352,0.040862,0.277778,0.046143,0.238426,0.036452,0.43287,0.040175,0.157407,0.029531,0.053241,0.02222,0.115741,0.027896,0.354167,0.063617,0.465312,0.054377,72
dropout_risk_filter,contact_tail_shift,4,0.481481,0.048592,0.418981,0.044294,0.310185,0.044908,0.085648,0.025019,0.094907,0.030187,0.321759,0.04674,0.115741,0.029354,0.113426,0.028035,0.1875,0.034758,0.25,0.04523,0.275463,0.040434,0.25,0.037676,0.418981,0.048779,0.173611,0.036228,0.060185,0.020742,0.111111,0.02961,0.328704,0.054434,0.500347,0.050561,72
dropout_risk_filter,contact_tail_shift,5,0.486111,0.055489,0.398148,0.053107,0.291667,0.045114,0.076389,0.024973,0.094907,0.02877,0.377315,0.04659,0.166667,0.036551,0.125,0.032145,0.201389,0.035939,0.243056,0.041341,0.266204,0.037487,0.233796,0.041704,0.402778,0.049945,0.148148,0.030687,0.064815,0.023789,0.113426,0.025705,0.321759,0.057185,0.502894,0.056468,72
dropout_risk_filter,contact_tail_shift,6,0.462963,0.044869,0.386574,0.041285,0.247685,0.045226,0.076389,0.025795,0.087963,0.026619,0.400463,0.049907,0.145833,0.033535,0.122685,0.03357,0.134259,0.035765,0.263889,0.034037,0.277778,0.043344,0.300926,0.042684,0.416667,0.046594,0.168981,0.03626,0.064815,0.021964,0.101852,0.024651,0.30787,0.051553,0.482361,0.046195,72
dropout_risk_filter,contact_tail_shift,7,0.462963,0.044869,0.37963,0.048877,0.259259,0.038708,0.085648,0.029605,0.106481,0.029116,0.414352,0.040862,0.164352,0.031318,0.12037,0.029056,0.222222,0.038768,0.289352,0.04659,0.287037,0.041485,0.277778,0.041874,0.400463,0.051553,0.180556,0.03917,0.053241,0.02222,0.113426,0.031539,0.384259,0.049479,0.470995,0.047129,72
dropout_risk_filter,contact_tail_shift,8,0.439815,0.04537,0.398148,0.045024,0.319444,0.044649,0.101852,0.024651,0.092593,0.029531,0.430556,0.042247,0.164352,0.03626,0.092593,0.027329,0.233796,0.036926,0.24537,0.038753,0.263889,0.045574,0.263889,0.045114,0.423611,0.043314,0.155093,0.034991,0.043981,0.018268,0.122685,0.029605,0.356481,0.058262,0.45287,0.048241,72
dropout_risk_filter,contact_tail_shift,9,0.486111,0.040737,0.398148,0.051915,0.259259,0.042315,0.0625,0.022787,0.101852,0.028573,0.377315,0.04659,0.118056,0.031281,0.087963,0.023272,0.212963,0.039947,0.25463,0.041861,0.275463,0.045303,0.238426,0.035874,0.430556,0.046481,0.185185,0.038528,0.071759,0.027281,0.104167,0.028487,0.31713,0.054121,0.510185,0.043802,72
dropout_risk_filter,cross_robot_morphology,0,0.405093,0.05282,0.412037,0.04381,0.300926,0.042684,0.097222,0.027222,0.113426,0.032836,0.386574,0.044685,0.141204,0.033982,0.131944,0.032266,0.148148,0.032664,0.243056,0.040319,0.310185,0.043968,0.24537,0.037102,0.416667,0.043823,0.196759,0.04052,0.060185,0.024439,0.148148,0.035717,0.358796,0.060496,0.423611,0.055334,72
dropout_risk_filter,cross_robot_morphology,1,0.460648,0.045457,0.453704,0.040466,0.280093,0.039211,0.108796,0.025974,0.076389,0.024973,0.416667,0.046594,0.141204,0.029369,0.143519,0.027645,0.189815,0.03314,0.25,0.036551,0.349537,0.044372,0.284722,0.042585,0.428241,0.04326,0.155093,0.036164,0.087963,0.027392,0.104167,0.032588,0.342593,0.055164,0.483484,0.04859,72
dropout_risk_filter,cross_robot_morphology,2,0.375,0.04781,0.418981,0.055954,0.298611,0.042339,0.087963,0.028144,0.083333,0.028164,0.4375,0.052666,0.143519,0.032504,0.099537,0.027911,0.215278,0.037918,0.259259,0.033505,0.298611,0.041341,0.231481,0.040638,0.423611,0.041341,0.148148,0.029999,0.092593,0.03023,0.143519,0.031855,0.409722,0.05813,0.398843,0.052613,72
dropout_risk_filter,cross_robot_morphology,3,0.453704,0.048015,0.386574,0.042775,0.310185,0.042026,0.078704,0.026619,0.090278,0.028851,0.4375,0.050646,0.122685,0.034186,0.104167,0.028487,0.201389,0.040319,0.224537,0.039388,0.263889,0.040737,0.222222,0.038226,0.407407,0.046093,0.166667,0.038226,0.085648,0.02584,0.104167,0.026982,0.324074,0.058826,0.479201,0.05143,72
dropout_risk_filter,cross_robot_morphology,4,0.409722,0.047454,0.368056,0.047454,0.266204,0.040175,0.092593,0.025756,0.12037,0.033087,0.423611,0.046566,0.134259,0.031415,0.136574,0.038404,0.180556,0.038633,0.231481,0.046394,0.282407,0.047322,0.231481,0.040638,0.365741,0.049899,0.157407,0.031581,0.092593,0.028816,0.122685,0.028891,0.368056,0.05442,0.422778,0.050669,72
dropout_risk_filter,cross_robot_morphology,5,0.446759,0.049558,0.388889,0.040351,0.277778,0.041874,0.0625,0.024551,0.125,0.033418,0.384259,0.04317,0.136574,0.029839,0.134259,0.033349,0.210648,0.038764,0.263889,0.043704,0.273148,0.036725,0.226852,0.043008,0.412037,0.047027,0.157407,0.032876,0.085648,0.03357,0.118056,0.030606,0.305556,0.055583,0.465706,0.05067,72
dropout_risk_filter,cross_robot_morphology,6,0.398148,0.051915,0.375,0.039699,0.287037,0.041485,0.087963,0.027392,0.106481,0.027645,0.386574,0.044685,0.143519,0.036152,0.12037,0.0318,0.18287,0.038854,0.25463,0.041359,0.284722,0.042092,0.224537,0.039914,0.400463,0.056203,0.148148,0.034528,0.094907,0.025705,0.085648,0.021423,0.393519,0.063079,0.412234,0.054149,72
dropout_risk_filter,cross_robot_morphology,7,0.439815,0.05141,0.425926,0.042315,0.282407,0.046879,0.06713,0.026373,0.078704,0.026619,0.428241,0.051621,0.12963,0.034326,0.125,0.030819,0.199074,0.036344,0.277778,0.041874,0.300926,0.039641,0.256944,0.044267,0.421296,0.052878,0.171296,0.037661,0.081019,0.02584,0.108796,0.027535,0.340278,0.054993,0.468542,0.052846,72
dropout_risk_filter,cross_robot_morphology,8,0.416667,0.048352,0.393519,0.050177,0.277778,0.04237,0.106481,0.031855,0.106481,0.026879,0.405093,0.049977,0.150463,0.037764,0.131944,0.034152,0.196759,0.034389,0.263889,0.040222,0.284722,0.045431,0.263889,0.033418,0.368056,0.040319,0.164352,0.03568,0.092593,0.027329,0.115741,0.033969,0.372685,0.061125,0.424826,0.050099,72
dropout_risk_filter,cross_robot_morphology,9,0.43287,0.048205,0.400463,0.04318,0.236111,0.03583,0.097222,0.029433,0.101852,0.029295,0.384259,0.046879,0.12963,0.037242,0.125,0.038089,0.1875,0.034152,0.233796,0.045989,0.287037,0.040979,0.229167,0.0368,0.402778,0.045114,0.180556,0.035243,0.074074,0.024932,0.122685,0.030302,0.365741,0.062525,0.449734,0.049881,72
dropout_risk_filter,embodiment_shift,0,0.497685,0.046366,0.388889,0.043344,0.289352,0.04382,0.078704,0.026619,0.115741,0.027896,0.402778,0.047371,0.111111,0.023297,0.099537,0.029369,0.194444,0.03539,0.263889,0.042738,0.289352,0.041369,0.226852,0.034978,0.407407,0.04377,0.178241,0.036737,0.064815,0.022895,0.101852,0.029295,0.293981,0.053083,0.518843,0.048663,72
dropout_risk_filter,embodiment_shift,1,0.490741,0.050419,0.453704,0.048015,0.247685,0.035971,0.097222,0.027979,0.078704,0.023272,0.377315,0.043341,0.155093,0.033777,0.104167,0.02921,0.194444,0.036551,0.268519,0.033918,0.310185,0.04537,0.270833,0.038464,0.405093,0.049558,0.166667,0.032307,0.060185,0.023569,0.134259,0.030057,0.310185,0.05141,0.511458,0.052823,72
dropout_risk_filter,embodiment_shift,2,0.430556,0.050361,0.453704,0.046693,0.263889,0.040222,0.087963,0.023272,0.104167,0.026196,0.354167,0.046566,0.145833,0.034758,0.113426,0.02877,0.208333,0.039699,0.261574,0.042284,0.30787,0.045072,0.287037,0.042968,0.395833,0.045431,0.171296,0.033557,0.078704,0.021403,0.108796,0.030416,0.372685,0.055392,0.443866,0.053688,72
dropout_risk_filter,embodiment_shift,3,0.472222,0.05005,0.407407,0.046093,0.296296,0.039947,0.097222,0.027222,0.06713,0.025569,0.377315,0.047036,0.108796,0.030416,0.118056,0.035057,0.201389,0.043314,0.263889,0.040737,0.282407,0.038573,0.215278,0.045888,0.407407,0.054784,0.138889,0.030306,0.076389,0.023241,0.097222,0.025643,0.328704,0.053661,0.497546,0.052619,72
dropout_risk_filter,embodiment_shift,4,0.479167,0.041843,0.439815,0.038932,0.268519,0.047285,0.097222,0.027979,0.092593,0.025756,0.412037,0.04877,0.127315,0.031318,0.122685,0.030983,0.212963,0.041485,0.25463,0.039816,0.287037,0.043451,0.229167,0.037918,0.414352,0.043341,0.152778,0.036977,0.083333,0.027413,0.113426,0.028035,0.326389,0.051463,0.504132,0.044656,72
dropout_risk_filter,embodiment_shift,5,0.4375,0.046341,0.435185,0.047725,0.296296,0.044401,0.101852,0.029295,0.083333,0.023297,0.37037,0.044869,0.127315,0.031318,0.113426,0.030187,0.19213,0.030758,0.25463,0.04877,0.280093,0.039739,0.247685,0.036547,0.412037,0.04834,0.166667,0.03419,0.090278,0.028118,0.085648,0.02584,0.354167,0.060591,0.457512,0.047996,72
dropout_risk_filter,embodiment_shift,6,0.486111,0.044649,0.439815,0.050177,0.252315,0.044762,0.055556,0.023297,0.099537,0.028649,0.377315,0.045226,0.143519,0.034978,0.104167,0.028487,0.224537,0.038313,0.287037,0.043929,0.321759,0.040001,0.217593,0.038028,0.412037,0.045676,0.152778,0.034037,0.076389,0.023241,0.131944,0.032907,0.268519,0.047725,0.514479,0.049274,72
dropout_risk_filter,embodiment_shift,7,0.430556,0.050361,0.381944,0.044031,0.25,0.039831,0.115741,0.030743,0.108796,0.031759,0.354167,0.042829,0.150463,0.031759,0.125,0.030819,0.217593,0.039111,0.282407,0.04119,0.291667,0.036408,0.238426,0.042284,0.402778,0.041247,0.148148,0.033918,0.06713,0.021096,0.122685,0.032302,0.347222,0.055864,0.434815,0.052738,72
dropout_risk_filter,embodiment_shift,8,0.474537,0.043661,0.398148,0.04215,0.310185,0.037845,0.064815,0.022895,0.092593,0.026554,0.365741,0.04598,0.125,0.031489,0.090278,0.027366,0.171296,0.034779,0.261574,0.038131,0.293981,0.041621,0.268519,0.047285,0.416667,0.044297,0.180556,0.035243,0.083333,0.030988,0.141204,0.039122,0.349537,0.055643,0.495706,0.046113,72
dropout_risk_filter,embodiment_shift,9,0.418981,0.050874,0.384259,0.045063,0.261574,0.039739,0.06713,0.023881,0.064815,0.021964,0.416667,0.045689,0.164352,0.033879,0.099537,0.029369,0.217593,0.036344,0.263889,0.044179,0.296296,0.044401,0.247685,0.037672,0.430556,0.047371,0.164352,0.031978,0.099537,0.029369,0.113426,0.02877,0.365741,0.063519,0.440775,0.052823,72
dropout_risk_filter,heldout_exception_composition,0,0.418981,0.050874,0.423611,0.048755,0.263889,0.04175,0.085648,0.025019,0.125,0.030134,0.356481,0.048052,0.159722,0.033845,0.157407,0.030913,0.19213,0.033982,0.256944,0.041843,0.296296,0.04579,0.252315,0.039827,0.358796,0.048636,0.171296,0.038211,0.069444,0.025643,0.168981,0.036832,0.328704,0.064927,0.428113,0.053039,72
dropout_risk_filter,heldout_exception_composition,1,0.428241,0.04374,0.391204,0.047551,0.273148,0.046281,0.094907,0.024026,0.115741,0.033969,0.375,0.04603,0.136574,0.036164,0.108796,0.034288,0.19213,0.036356,0.233796,0.044136,0.296296,0.042968,0.238426,0.04374,0.391204,0.048421,0.180556,0.034645,0.090278,0.030263,0.090278,0.023241,0.331019,0.05189,0.442199,0.04812,72
dropout_risk_filter,heldout_exception_composition,2,0.388889,0.052492,0.398148,0.050694,0.314815,0.04313,0.071759,0.02222,0.113426,0.029487,0.400463,0.046441,0.138889,0.030306,0.094907,0.027281,0.210648,0.038764,0.206019,0.040088,0.340278,0.044031,0.208333,0.03917,0.416667,0.047481,0.157407,0.034729,0.074074,0.02408,0.099537,0.028649,0.395833,0.059373,0.410312,0.05633,72
dropout_risk_filter,heldout_exception_composition,3,0.375,0.051993,0.416667,0.049631,0.291667,0.044649,0.111111,0.038768,0.092593,0.028816,0.384259,0.049055,0.159722,0.036228,0.125,0.032788,0.238426,0.03758,0.284722,0.045888,0.31713,0.039388,0.25463,0.041359,0.391204,0.043421,0.189815,0.039465,0.060185,0.022666,0.118056,0.026196,0.400463,0.059802,0.384259,0.053868,72
dropout_risk_filter,heldout_exception_composition,4,0.393519,0.04537,0.405093,0.047843,0.321759,0.043978,0.101852,0.027833,0.106481,0.029824,0.400463,0.049064,0.155093,0.037301,0.111111,0.027413,0.210648,0.034186,0.270833,0.041593,0.277778,0.038768,0.226852,0.037289,0.349537,0.044372,0.19213,0.034591,0.076389,0.024122,0.12037,0.030459,0.37963,0.053759,0.404005,0.047418,72
dropout_risk_filter,heldout_exception_composition,5,0.381944,0.041088,0.388889,0.048352,0.252315,0.037672,0.094907,0.032836,0.111111,0.028164,0.37963,0.045332,0.141204,0.032086,0.125,0.030134,0.178241,0.041032,0.275463,0.038854,0.30787,0.036926,0.236111,0.03917,0.358796,0.03804,0.166667,0.03539,0.06713,0.023881,0.122685,0.028891,0.381944,0.060763,0.39147,0.040873,72
dropout_risk_filter,heldout_exception_composition,6,0.428241,0.048708,0.375,0.04175,0.293981,0.040605,0.092593,0.027329,0.083333,0.030306,0.372685,0.046366,0.131944,0.032266,0.111111,0.032947,0.210648,0.038222,0.256944,0.04566,0.296296,0.041985,0.238426,0.039739,0.377315,0.04382,0.143519,0.031193,0.0625,0.022787,0.134259,0.030057,0.368056,0.061954,0.441609,0.050452,72
dropout_risk_filter,heldout_exception_composition,7,0.405093,0.048708,0.386574,0.049977,0.326389,0.044503,0.108796,0.026766,0.115741,0.029354,0.393519,0.044441,0.152778,0.036977,0.118056,0.029917,0.210648,0.034186,0.259259,0.044714,0.293981,0.049417,0.238426,0.042775,0.402778,0.04781,0.194444,0.041373,0.090278,0.032907,0.141204,0.033982,0.354167,0.056306,0.412824,0.049307,72
dropout_risk_filter,heldout_exception_composition,8,0.356481,0.044908,0.444444,0.045689,0.303241,0.044918,0.115741,0.032717,0.099537,0.029369,0.356481,0.047175,0.162037,0.035374,0.090278,0.028118,0.217593,0.039641,0.238426,0.03758,0.289352,0.038222,0.194444,0.040351,0.351852,0.045942,0.152778,0.031489,0.064815,0.023789,0.111111,0.03419,0.405093,0.057367,0.367975,0.045033,72
dropout_risk_filter,heldout_exception_composition,9,0.416667,0.044297,0.384259,0.044126,0.3125,0.05126,0.087963,0.028876,0.097222,0.027979,0.375,0.043704,0.134259,0.028634,0.122685,0.029605,0.180556,0.03583,0.25463,0.038753,0.342593,0.04377,0.203704,0.035521,0.381944,0.046789,0.150463,0.033673,0.115741,0.027896,0.108796,0.030416,0.337963,0.052481,0.436123,0.046926,72
dropout_risk_filter,nominal_scaling,0,0.560185,0.05141,0.472222,0.046143,0.296296,0.043929,0.0625,0.022787,0.094907,0.027281,0.372685,0.044995,0.111111,0.027413,0.097222,0.028715,0.226852,0.03999,0.259259,0.035325,0.305556,0.04237,0.247685,0.037672,0.393519,0.03557,0.150463,0.035484,0.055556,0.02143,0.064815,0.022895,0.263889,0.056974,0.588032,0.0528,72
dropout_risk_filter,nominal_scaling,1,0.539352,0.04212,0.423611,0.044737,0.247685,0.045686,0.074074,0.024932,0.064815,0.023789,0.402778,0.044649,0.101852,0.027073,0.111111,0.030306,0.152778,0.032145,0.273148,0.04537,0.252315,0.045226,0.224537,0.037764,0.4375,0.050232,0.164352,0.032624,0.06713,0.024739,0.094907,0.027281,0.280093,0.048277,0.577037,0.043637,72
dropout_risk_filter,nominal_scaling,2,0.543981,0.054824,0.446759,0.041788,0.25,0.038226,0.0625,0.022787,0.094907,0.027281,0.388889,0.041373,0.12963,0.03245,0.083333,0.023297,0.18287,0.038313,0.291667,0.04175,0.25463,0.038211,0.231481,0.039597,0.44213,0.045303,0.148148,0.032018,0.039352,0.01883,0.092593,0.03023,0.30787,0.056941,0.5736,0.057064,72
dropout_risk_filter,nominal_scaling,3,0.564815,0.04215,0.423611,0.046115,0.280093,0.040776,0.064815,0.022895,0.097222,0.028715,0.384259,0.04119,0.125,0.030819,0.097222,0.030819,0.150463,0.030416,0.268519,0.039597,0.284722,0.044969,0.236111,0.040737,0.451389,0.047233,0.150463,0.033673,0.0625,0.022787,0.085648,0.02584,0.280093,0.04326,0.596759,0.044727,72
dropout_risk_filter,nominal_scaling,4,0.532407,0.042684,0.425926,0.052448,0.219907,0.039739,0.06713,0.026373,0.083333,0.026641,0.344907,0.045838,0.12037,0.033712,0.097222,0.028715,0.18287,0.038313,0.296296,0.044401,0.236111,0.04175,0.212963,0.040466,0.446759,0.046962,0.125,0.032788,0.0625,0.020875,0.106481,0.030516,0.280093,0.050393,0.564676,0.044137,72
dropout_risk_filter,nominal_scaling,5,0.550926,0.050315,0.483796,0.045762,0.263889,0.042247,0.0625,0.023686,0.092593,0.027329,0.418981,0.050462,0.113426,0.032836,0.101852,0.027073,0.152778,0.029433,0.273148,0.048484,0.261574,0.040261,0.266204,0.040691,0.430556,0.044649,0.127315,0.033879,0.048611,0.021852,0.087963,0.027392,0.268519,0.04816,0.587824,0.052218,72
dropout_risk_filter,nominal_scaling,6,0.511574,0.042037,0.444444,0.052093,0.233796,0.038585,0.069444,0.026444,0.053241,0.020254,0.402778,0.040737,0.12963,0.031137,0.078704,0.024152,0.148148,0.034528,0.293981,0.044995,0.24537,0.041359,0.247685,0.038222,0.418981,0.052886,0.12963,0.029056,0.064815,0.021964,0.083333,0.027413,0.326389,0.050232,0.547581,0.043771,72
dropout_risk_filter,nominal_scaling,7,0.543981,0.054057,0.456019,0.04614,0.268519,0.034528,0.0625,0.020875,0.06713,0.02299,0.386574,0.046065,0.127315,0.028528,0.122685,0.027408,0.164352,0.033879,0.293981,0.039033,0.268519,0.036867,0.261574,0.042284,0.418981,0.042367,0.138889,0.033574,0.055556,0.019384,0.0625,0.021852,0.300926,0.059444,0.576505,0.055528,72
dropout_risk_filter,nominal_scaling,8,0.555556,0.039303,0.469907,0.038404,0.263889,0.03917,0.053241,0.02126,0.101852,0.029999,0.418981,0.048779,0.113426,0.029487,0.099537,0.030071,0.148148,0.035127,0.282407,0.046432,0.252315,0.042367,0.238426,0.044685,0.472222,0.046594,0.152778,0.033418,0.048611,0.01985,0.111111,0.02961,0.273148,0.048484,0.599201,0.041,72
dropout_risk_filter,nominal_scaling,9,0.548611,0.051056,0.446759,0.044215,0.273148,0.043491,0.074074,0.023197,0.087963,0.028144,0.421296,0.046581,0.12963,0.03245,0.101852,0.03136,0.180556,0.03917,0.30787,0.048205,0.201389,0.042339,0.275463,0.035484,0.428241,0.053993,0.12963,0.031137,0.06713,0.021096,0.099537,0.029369,0.303241,0.049768,0.576065,0.052483,72
dropout_risk_filter,recovery_scarcity,0,0.430556,0.048675,0.44213,0.04484,0.282407,0.043651,0.074074,0.02408,0.090278,0.026592,0.37037,0.048448,0.118056,0.026982,0.127315,0.031978,0.219907,0.03702,0.289352,0.042367,0.268519,0.041148,0.280093,0.036452,0.421296,0.043331,0.18287,0.039914,0.078704,0.02959,0.12963,0.031137,0.335648,0.060783,0.453738,0.052201,72
dropout_risk_filter,recovery_scarcity,1,0.398148,0.04816,0.361111,0.050877,0.263889,0.045574,0.092593,0.026554,0.099537,0.030071,0.363426,0.046291,0.166667,0.035975,0.113426,0.025705,0.189815,0.038932,0.229167,0.040577,0.284722,0.043072,0.233796,0.037487,0.43287,0.047331,0.157407,0.038165,0.092593,0.025756,0.125,0.032788,0.384259,0.05392,0.407407,0.051643,72
dropout_risk_filter,recovery_scarcity,2,0.490741,0.046093,0.365741,0.052349,0.259259,0.043291,0.074074,0.026554,0.069444,0.023072,0.405093,0.046516,0.134259,0.034578,0.101852,0.032664,0.201389,0.036515,0.268519,0.039597,0.319444,0.040222,0.275463,0.039388,0.44213,0.048421,0.145833,0.035353,0.064815,0.02629,0.138889,0.03539,0.298611,0.05442,0.512894,0.047626,72
dropout_risk_filter,recovery_scarcity,3,0.458333,0.049525,0.384259,0.042192,0.261574,0.042775,0.108796,0.025974,0.097222,0.030134,0.368056,0.05126,0.136574,0.03053,0.108796,0.031759,0.189815,0.036725,0.238426,0.040776,0.222222,0.043344,0.236111,0.03917,0.372685,0.044995,0.143519,0.03557,0.053241,0.02126,0.125,0.030819,0.337963,0.055572,0.468704,0.052102,72
dropout_risk_filter,recovery_scarcity,4,0.407407,0.045178,0.405093,0.049977,0.273148,0.042026,0.094907,0.025705,0.074074,0.023197,0.349537,0.048421,0.157407,0.037055,0.134259,0.035765,0.210648,0.04382,0.289352,0.040348,0.30787,0.041704,0.222222,0.040865,0.377315,0.04659,0.143519,0.034978,0.064815,0.023789,0.115741,0.028634,0.398148,0.055416,0.418669,0.046903,72
dropout_risk_filter,recovery_scarcity,5,0.458333,0.04175,0.416667,0.04286,0.275463,0.037764,0.115741,0.030743,0.076389,0.023241,0.423611,0.047892,0.150463,0.031759,0.097222,0.024815,0.222222,0.037676,0.238426,0.038675,0.326389,0.045431,0.203704,0.036678,0.37963,0.04579,0.155093,0.033777,0.074074,0.023197,0.12963,0.031137,0.331019,0.050255,0.477049,0.045342,72
dropout_risk_filter,recovery_scarcity,6,0.44213,0.045303,0.421296,0.044753,0.280093,0.041285,0.115741,0.027896,0.076389,0.025795,0.365741,0.038028,0.152778,0.038089,0.094907,0.026505,0.206019,0.041116,0.263889,0.036408,0.273148,0.044908,0.233796,0.035189,0.384259,0.048627,0.125,0.034037,0.055556,0.019384,0.150463,0.034288,0.31713,0.057488,0.458762,0.047818,72
dropout_risk_filter,recovery_scarcity,7,0.456019,0.049628,0.386574,0.047843,0.268519,0.045024,0.083333,0.028164,0.069444,0.023959,0.388889,0.040351,0.155093,0.034389,0.122685,0.030983,0.19213,0.03804,0.238426,0.03758,0.293981,0.050255,0.270833,0.040059,0.405093,0.050806,0.155093,0.028405,0.055556,0.02143,0.104167,0.026196,0.3125,0.057042,0.474549,0.053906,72
dropout_risk_filter,recovery_scarcity,8,0.412037,0.051274,0.402778,0.045114,0.289352,0.038222,0.097222,0.027222,0.085648,0.028891,0.391204,0.04484,0.150463,0.034891,0.113426,0.02877,0.19213,0.040175,0.24537,0.032929,0.31713,0.043421,0.236111,0.040222,0.402778,0.043224,0.185185,0.033297,0.05787,0.023439,0.134259,0.034578,0.358796,0.05803,0.429456,0.052918,72
dropout_risk_filter,recovery_scarcity,9,0.458333,0.05159,0.405093,0.047843,0.25,0.043344,0.081019,0.022376,0.092593,0.026554,0.37037,0.048448,0.145833,0.029566,0.099537,0.027153,0.189815,0.036725,0.238426,0.039739,0.31713,0.044372,0.236111,0.042247,0.416667,0.047919,0.171296,0.033557,0.064815,0.022895,0.171296,0.036535,0.351852,0.058708,0.477338,0.054875,72
